"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A0A090I3Q6",1.44087343289044,-3.77321351490521,3.0212920375279,-1.24887414656961,0.211711108976361,0.768191023277388
"A0A089ZGG4",18.0775877290805,-0.643376444646022,0.524308341205314,-1.22709557350735,0.219786671387923,0.770310490559689
"A0A090I9D3",17.7013845126197,-0.720849602259889,0.582996246653386,-1.23645667771934,0.216288859566443,0.770310490559689
"A0A090IA40",86.5947937018112,0.232039669005391,0.188421096218909,1.23149516514756,0.218137723839978,0.770310490559689
"A0A090I182",1.35460060641435,-3.70296674883376,3.02219043186254,-1.2252592390585,0.220477560902243,0.770310490559689
"A0A090I0H9",1.02884203768078,3.74343709577636,3.03866839289277,1.23193340363562,0.217973962214421,0.770310490559689
"A0A090I7T8",28.4865400790222,-0.436434578939513,0.3604318630505,-1.21086569662784,0.225946881471693,0.770397160511822
"A0A090IAH6",177.375772352007,0.233571055606188,0.19294602416626,1.21055127523603,0.226067427930474,0.770397160511822
"A0A089ZES5",1.3282811485854,-3.64961761178598,3.02290218706784,-1.20732242922026,0.227307996122746,0.770397160511822
"A0A090I4G2",4.95186680025533,-2.18247739507403,1.80629337186241,-1.20826297049618,0.226946127003888,0.770397160511822
"A0A090IA48",5.71550865260307,-2.33443571187091,1.93323625011479,-1.20752738405991,0.227229105619507,0.770397160511822
"A0A090I2P0",22.0009280451723,-0.567370617466993,0.483645179690049,-1.17311335105335,0.24075035321583,0.796311748591118
"TRYP_PIG",74.8638635972966,0.569937062194785,0.486297226472343,1.1719932402847,0.241199770091829,0.796311748591118
"A0A090I1G4",0.93079704634963,3.58964898537564,3.04256411283074,1.17981046651993,0.238075605778351,0.796311748591118
"A0A090I0W7",0.903944794107184,3.56080051186959,3.04334012716598,1.17003041496564,0.241988729253838,0.796311748591118
"A0A090I4N0",0.903944794107184,3.56080051186959,3.04334012716598,1.17003041496564,0.241988729253838,0.796311748591118
"A0A090I4H9",3.24830588201541,-2.26053903457227,1.93933816869234,-1.16562395927912,0.243766516443946,0.797275682447621
"A0A090I8D3",1.18949617245984,-3.51584129175327,3.02480553533571,-1.16233630581579,0.245098884710046,0.797275682447621
"A0A089ZCU1",11.7458488273963,-1.12030233279799,0.973303101156314,-1.15103129895202,0.249719359417317,0.803325016800135
"A0A090I2L4",6.55096105691198,-2.1706854639948,1.88617131637992,-1.15084215582333,0.249797178368947,0.803325016800135
"A0A089ZAX5",37.4855284018196,-0.310882378326468,0.275882110546452,-1.12686675374017,0.259798821743188,0.803708106564572
"A0A090I6K9",18.1224133761077,-0.662736660572045,0.583549477783993,-1.13569917513895,0.256082485934691,0.803708106564572
"A0A090I7U6",47.7791193626585,0.30179354513339,0.273287643627062,1.1043073193065,0.269459848878122,0.803708106564572
"A0A090IAD3",6.34669577273491,-1.42982083967159,1.27628582189481,-1.12029830242009,0.262586665235714,0.803708106564572
"A0A089Z8R0",1.05113520662455,-3.3434963198736,3.02752874397826,-1.10436484757537,0.269434903064577,0.803708106564572
"A0A090I4X2",1.05042955729735,-3.34255997555041,3.02754443193062,-1.10404984987088,0.269571514009149,0.803708106564572
"A0A090I6W5",2.63853402782842,-2.44210967648407,2.17642917857634,-1.12207174050181,0.261831938219888,0.803708106564572
"A0A090JVY8",6.16430983611577,-2.15863248240168,1.91133342740353,-1.12938561710507,0.258735197548109,0.803708106564572
"A0A090I3M8",0.947464071874136,-3.18529101015482,2.8810106640734,-1.10561583470545,0.268892833111693,0.803708106564572
"A0A090I4F4",1.08065507466783,-3.35578336925294,3.02732380742818,-1.10849832483027,0.267646662194377,0.803708106564572
"A0A089ZH31",1.32650035769189,2.97436947222749,2.59501776994456,1.14618462604633,0.251718767753396,0.803708106564572
"A0A090JSN4",0.789732879708183,3.37009986267134,3.04885889669131,1.1053643270696,0.26900175465521,0.803708106564572
"A0A090JWH6",0.783903522099465,3.35079849331758,3.04945706338094,1.09881805963273,0.271847433251513,0.803708106564572
"CASK_BOVIN",0.77816068668917,3.34547471789848,3.04962339113263,1.09701241393482,0.272635965477735,0.803708106564572
"A0A090I0L2",0.843681807833371,3.46355495669863,3.04606766797104,1.13705778539243,0.255514129795202,0.803708106564572
"A0A090I5T7",0.783418821559559,3.35921112534271,3.04919541534213,1.10167131579719,0.270604591629736,0.803708106564572
"A0A090I3S2",10.170173685655,-1.30954741351948,1.20380346762087,-1.08784153621654,0.276665069301972,0.809990693203766
"A0A090I731",0.976543875244955,-3.2214319682294,3.02966076655159,-1.06329791235871,0.287646871614765,0.809990693203766
"A0A090I958",21.7387063995305,-0.46709209817868,0.435608782801202,-1.07227428973085,0.28359685116923,0.809990693203766
"A0A090IB52",3.47215756886073,-2.05976788079024,1.91072270054265,-1.07800461061422,0.28103169856475,0.809990693203766
"A0A090JUF5",6.30239211609161,-1.67123799056868,1.54027412417405,-1.08502633676643,0.277909990794135,0.809990693203766
"A0A090I658",1.02787484347268,-3.27331765683968,3.0287327767741,-1.08075485626899,0.279806174412844,0.809990693203766
"A0A090I651",0.99060048511218,-3.22938468743126,3.02951639080074,-1.06597366405985,0.286435547153522,0.809990693203766
"A0A090I2P2",0.728984196653708,3.25751948494119,3.05245713636751,1.06717943591428,0.285890816711151,0.809990693203766
"A0A089Z8K1",0.723155835285747,3.24667951898998,3.05281782540894,1.06350254246012,0.287554112813284,0.809990693203766
"A0A090I5E1",0.712639565544969,3.21597772362224,3.05385340011529,1.05308844344029,0.292300458901278,0.819020097713482
"HBA_HUMAN",0.698097784762222,3.18336360491426,3.0547627710347,1.04209846836519,0.297366028624703,0.82910922266789
"A0A089ZAI4",47.5934805475738,0.236068753121476,0.267803574621769,0.881499634405127,0.378047451808726,0.831059641715123
"A0A089ZC51",7.05453533946152,-1.13415461118994,1.20267609618708,-0.943025819491735,0.34566769652159,0.831059641715123
"A0A090I135",8.77514685481955,-1.24545231425537,1.39796948055133,-0.890900932804475,0.372982319837611,0.831059641715123
"A0A090I151",24.5625257864004,-0.524223924431179,0.532385114666037,-0.984670513862925,0.324785940824926,0.831059641715123
"A0A090I166",11.017761176285,-0.761645104457289,0.884726489232649,-0.860881994296212,0.389303039466419,0.831059641715123
"A0A090I180",29.6009128630132,-0.338843849133412,0.347896508752289,-0.973978871902615,0.330067029877507,0.831059641715123
"A0A090I210",46.8362986966803,-0.253117876195239,0.25057347829062,-1.0101542985394,0.312421371033797,0.831059641715123
"A0A090I2K0",2.91641687001013,-1.48424716297114,1.65114227791692,-0.898921421141047,0.368694517113777,0.831059641715123
"A0A090I409",11.1070990820391,-1.00720062659162,1.14048884692982,-0.883130623594427,0.377165700014724,0.831059641715123
"A0A090I428",17.8786940679856,-0.713905329575786,0.811155849671524,-0.88010871137141,0.378800420382751,0.831059641715123
"A0A090I433",11.4490294762287,-0.975882559753234,1.13919694363282,-0.856640781216649,0.391643440325587,0.831059641715123
"A0A090I4G3",13.4728991166989,-0.827399054959162,0.957755001597564,-0.86389426688353,0.387645976541636,0.831059641715123
"A0A090I4P0",4.02131464859789,-1.68776693778478,1.88986964859872,-0.893059973229483,0.371825056624336,0.831059641715123
"A0A090I4Q7",29.5712489212767,-0.410486628287884,0.409890733413706,-1.00145378957269,0.316607470236456,0.831059641715123
"A0A090I4Q8",19.2251556619239,-1.59273350446013,1.66721280055024,-0.955327060789408,0.339412326856721,0.831059641715123
"A0A090I573",140.78816651397,0.223164312278164,0.251260058664306,0.888180610418152,0.374443606887612,0.831059641715123
"A0A090I583",12.570251135315,-1.7102978063196,1.95220987611151,-0.876082959751358,0.380984935688429,0.831059641715123
"A0A090I5U4",14.0150155433506,-0.779915567907049,0.815813646311957,-0.955997207735869,0.339073645200253,0.831059641715123
"A0A090I6V8",20.1339359162817,-0.512383009072587,0.538951545201894,-0.950703293522696,0.341755015822217,0.831059641715123
"A0A090I8J3",4.80608288971672,-1.7124969602626,1.8244751109772,-0.938624456951554,0.347923591421223,0.831059641715123
